"id","latitude","longitude","type","brand","taken","pickedup","imageUri","ByteArrayImage","X"
"3970","'F9721726-DFCA-4C3B-BEE2-79DE05B1F288'",52.059752,5.110977," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2183_17211005711_l.jpg'"," ''",NA
"3971","'BD75CA6B-BCD4-482A-9B87-D817909582B9'",52.366505,4.862955," Aluminium blikje"," Fernandes"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2183_17667028846_l.jpg'"," ''",NA
"3972","'4D41438C-1B61-48A2-8A50-F2728EA8F531'",52.060038,5.112888," Aluminium blikje"," Bullit"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2185_16589132314_l.jpg'"," ''",NA
"3973","'E86C2F2C-97D5-4FB6-A096-56C6585FC3C5'",52.060116,5.113019," Aluminium blikje"," Fanta"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2186_17023833568_l.jpg'"," ''",NA
"3974","'F4B167B0-D43E-44F8-A6DD-EEFAA4EDCC1A'",52.36833,4.865113," Anders"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2186_17693349425_l.jpg'"," ''",NA
"3975","'F4B2A2E2-CC56-4342-B51D-9B0260626522'",52.06018,5.113066," Kleine PET-fles"," Aquarius"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2187_17209906752_l.jpg'"," ''",NA
"3976","'33B1F2F9-F4BC-4008-8F19-610FC1C99F71'",52.322552,4.833294," Aluminium blikje"," Freeway Up"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2187_17667024866_l.jpg'"," ''",NA
"3977","'FD9C0CCC-D3B8-4870-8B3A-FD35A3679033'",52.060725,5.11458," Aluminium blikje"," Fanta"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2188_16589131084_l.jpg'"," ''",NA
"3978","'4BC454AA-8728-4542-858C-36A528C88898'",52.063327,5.117352," Kartonnen pakje"," AH Basic"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2189_16591386713_l.jpg'"," ''",NA
"3979","'98AC1102-B5B2-457B-B5A8-C84A58D58619'",52.322127,4.826777," Aluminium blikje"," Goldenpower"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2189_17070846024_l.jpg'"," ''",NA
"3980","'3A4586E0-7C3E-4BC2-9ADC-9D8ABA64E343'",52.322419,4.826652," Anders"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2190_17693582451_l.jpg'"," ''",NA
"3981","'A936063E-59B5-4CB9-AFB8-33128FCA4C0F'",52.322455,4.826552," Aluminium blikje"," Bacardi"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2191_17070844084_l.jpg'"," ''",NA
"3982","'6ADAC2B6-E5B0-475B-870D-7C75C7477F42'",52.322472,4.826538," Kartonnen pakje"," Wicky"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2192_17507070139_l.jpg'"," ''",NA
"3983","'8DA52CE5-1766-445A-9939-A9291ADF2D3E'",52.322791,4.82733," Kleine PET-fles"," Onherkenbaar merk"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2193_17507041519_l.jpg'"," ''",NA
"3984","'75E45391-1B2E-43EF-AEEF-CEEE2D4A4588'",52.368422,4.864441," Kleine PET-fles"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2194_17666978746_l.jpg'"," ''",NA
"3985","'8ADA0652-F5FC-4BE3-BFF6-838A18BB7ADF'",52.379783,4.871097," Pouch"," Onherkenbaar merk"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2195_17693300155_l.jpg'"," ''",NA
"3986","'B8F6779B-A670-43D7-B6FF-0AF9FCEBBB3F'",52.379658,4.870958," Aluminium blikje"," Slammers"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2196_17693536451_l.jpg'"," ''",NA
"3987","'4F8E3402-F671-45E4-B3A5-E391618CD91F'",52.379658,4.870958," Pouch"," Capri-Sonne"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2197_17666966406_l.jpg'"," ''",NA
"3988","'83956CCF-3267-4300-B28B-358D2BEFAC2A'",52.379677,4.87108," Aluminium blikje"," Schweppes"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2198_17505471558_l.jpg'"," ''",NA
"3989","'16DB68A2-4D75-4032-8B9C-982D9B89771A'",52.379702,4.8711," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2199_17070784264_l.jpg'"," ''",NA
"3990","'86F2E0C8-78F7-4BC5-890E-981CBDF2D553'",52.379702,4.871094," Aluminium blikje"," Lipton"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2200_17505730050_l.jpg'"," ''",NA
"3991","'81039E69-CB66-47CC-95F4-F3F9DEF4C40B'",52.379702,4.871227," Kartonnen pakje"," Roosvicee"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2201_17505466698_l.jpg'"," ''",NA
"3992","'3EDDDD07-5768-4FE7-94BA-E35970ABA30F'",52.37975,4.871183," Aluminium blikje"," Bacardi"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2202_17690796532_l.jpg'"," ''",NA
"3993","'4C3E772A-2336-452E-BA0A-4A106F29BB79'",52.380691,4.871594," Kleine PET-fles"," Onherkenbaar merk"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2203_17070776674_l.jpg'"," ''",NA
"3994","'41448198-318B-4B82-9B94-CE7F5CCB1C58'",52.379647,4.871427," Pouch"," Onherkenbaar merk"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2204_17070744404_l.jpg'"," ''",NA
"3995","'AD8A4956-3230-4BE1-938C-9AD9E432BD84'",52.379866,4.871008," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2205_17505427768_l.jpg'"," ''",NA
"3996","'99A20602-FB7D-413F-B818-3F32E7C96F36'",52.379886,4.871025," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2207_17072904533_l.jpg'"," ''",NA
"3997","'C73F3B12-F096-4FD8-B47C-DB5B3258946A'",52.379802,4.871005," Pouch"," Capri-Sonne"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2208_17505423418_l.jpg'"," ''",NA
"3998","'73C56E97-DA34-4C54-BC43-A07CD5B106EB'",52.367988,4.863294," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2209_17830118816_l.jpg'"," ''",NA
"3999","'F8CF2845-1C30-47CC-A3B6-417D41781E9C'",52.367161,4.862844," Aluminium blikje"," Fanta"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2210_17668921970_l.jpg'"," ''",NA
"4000","'B5A58D67-9D1B-4973-A733-8DA8707D6AA4'",52.367436,4.864602," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2212_17853550052_l.jpg'"," ''",NA
"4001","'903DCBF3-F89E-41CD-B3BF-0A70E7163DBA'",52.367233,4.864491," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2213_17856935911_l.jpg'"," ''",NA
"4002","'72C81505-E08C-4906-8774-6E0DE6BABEBB'",52.36805,4.865241," Kartonnen pakje"," Appelsientje"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2214_17233920844_l.jpg'"," ''",NA
"4003","'40429F15-DEDB-47C0-A018-4A6DD60C7B36'",52.209491,5.161994," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2215_17013917907_l.jpg'"," ''",NA
"4004","'F6120244-0376-473C-A8D2-C74F3A2133C5'",52.367408,4.862769," Aluminium blikje"," Fanta"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2215_17853542232_l.jpg'"," ''",NA
"4005","'1C55616C-F79F-43AB-BEBB-D342C682CE06'",52.379288,4.823911," Pouch"," Melkunie"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2216_17196268546_l.jpg'"," ''",NA
"4006","'D8972D4F-6E15-4EA9-9073-7C1EB810EB0A'",52.366269,4.861866," Kleine PET-fles"," AA"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2216_17856926911_l.jpg'"," ''",NA
"4007","'4B490FA8-8D4A-4052-81EA-26DC9EEDE35C'",52.37938,4.823652," Kleine PET-fles"," AA"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2217_16602021143_l.jpg'"," ''",NA
"4008","'ACD02962-A99C-4211-922F-A051E82DA40A'",52.366325,4.861852," Aluminium blikje"," Slammers"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2217_17668905550_l.jpg'"," ''",NA
"4009","'4E60D64D-387B-4465-BABB-9F5B8708653C'",52.379241,4.823561," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2218_16602020443_l.jpg'"," ''",NA
"4010","'5491AB79-4D7D-496C-965A-5C7C0DD4D1D6'",52.366044,4.861669," Aluminium blikje"," Amstel"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2218_17856431595_l.jpg'"," ''",NA
"4011","'843ABC0A-DE15-4AE4-967C-D925A7988121'",52.3793,4.823408," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2219_17220509732_l.jpg'"," ''",NA
"4012","'9B88FC12-57DB-4425-AE4D-0A8ACE4BACA8'",52.366013,4.861655," Aluminium blikje"," Grolsch"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2219_17830088056_l.jpg'"," ''",NA
"4013","'1048B13C-97E2-4E57-B8E0-58D3BC8C3DBE'",52.379341,4.823419," Kleine PET-fles"," AH"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2220_17222209185_l.jpg'"," ''",NA
"4014","'D0185DF5-DCE4-4070-A45C-B2885A0D4C95'",52.365502,4.861983," Aluminium blikje"," Alfa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2220_17856910581_l.jpg'"," ''",NA
"4015","'01495EA3-FB17-4999-95A0-11EB3C249F01'",52.379391,4.8235," Kleine PET-fles"," Bar le Duc"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2221_17196263216_l.jpg'"," ''",NA
"4016","'8B1C41BC-3BDC-4F3D-9E71-E0F186E697FC'",52.365505,4.862041," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2221_17856906911_l.jpg'"," ''",NA
"4017","'DC34A9B4-5788-4C63-BD98-B04D60C625D5'",52.365447,4.862252," Aluminium blikje"," AH"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2222_17856904411_l.jpg'"," ''",NA
"4018","'3474B28F-8729-4D9E-986A-AC07AEA6DBE9'",52.365313,4.862311," Aluminium blikje"," Power Booster"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2223_17668606168_l.jpg'"," ''",NA
"4019","'E9AF4315-1E51-4CBE-AA51-8AB49CF4CBAB'",52.365305,4.862344," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2224_17856898281_l.jpg'"," ''",NA
"4020","'F3C90491-9559-47B3-B853-92735CFB8126'",52.365305,4.862383," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2225_17668875740_l.jpg'"," ''",NA
"4021","'6702E2EF-826B-422D-A6F0-117017601909'",52.365311,4.862394," Aluminium blikje"," Amstel"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2226_17236001853_l.jpg'"," ''",NA
"4022","'2630DE8C-950A-4521-9FFC-D38A7DD81057'",52.365302,4.862358," Kleine PET-fles"," Robinsons"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2227_17856400335_l.jpg'"," ''",NA
"4023","'7C5BA318-6764-448C-A254-C4E869EF06D6'",52.365311,4.862266," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2228_17670139479_l.jpg'"," ''",NA
"4024","'21F0278C-5902-4946-AED2-9D3CE9614517'",52.365222,4.862408," Kleine PET-fles"," Evian"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2230_17856883281_l.jpg'"," ''",NA
"4025","'FA4C49BA-FE56-4C1D-ABB1-232E5FAA511D'",52.365088,4.862541," Kleine PET-fles"," Tropicana"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2231_17235989323_l.jpg'"," ''",NA
"4026","'7AF869DB-5F18-4E86-A787-5744061FDB06'",52.364936,4.862672," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2232_17668858600_l.jpg'"," ''",NA
"4027","'4640E4BE-6DA5-42ED-96CC-9D452C9BFB13'",52.365516,4.866561," Aluminium blikje"," Bullit"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2233_17235983443_l.jpg'"," ''",NA
"4028","'33C02D36-7630-463E-BED2-44394DA1FF0C'",52.365611,4.865541," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2234_17830043326_l.jpg'"," ''",NA
"4029","'EB9DF86A-A827-44EA-B8AE-B15C5866C725'",52.364655,4.863097," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2235_17668849850_l.jpg'"," ''",NA
"4030","'82CBF531-CF89-4E1A-894C-3AC2D5F74BCC'",52.365436,4.862494," Aluminium blikje"," Schultenbrau"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2236_17853478442_l.jpg'"," ''",NA
"4031","'34A221AD-D61C-4DD8-9BD4-0955AD5ECD2F'",52.365702,4.862661," Aluminium blikje"," AH"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2237_17235971463_l.jpg'"," ''",NA
"4032","'E39FFF52-2C5B-4EB6-9C98-3C099D8129E9'",52.365666,4.862977," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2238_17853471102_l.jpg'"," ''",NA
"4033","'5F7A8067-26D6-4A09-8CE1-2BA618462EB7'",52.263805,5.255719," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2240_16651099334_l.jpg'"," ''",NA
"4034","'414C3127-8783-47FD-B7BC-A93DAC508468'",52.378788,4.871425," Anders"," Jupiler"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2240_17856365325_l.jpg'"," ''",NA
"4035","'1E8C75DF-0DCA-4901-8E98-B4919BC6229D'",52.263727,5.255777," Aluminium blikje"," Lipton"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2241_17273544315_l.jpg'"," ''",NA
"4036","'0FC56F2C-514C-40DE-A940-3CCC6F6BB342'",52.378791,4.871386," Anders"," Jupiler"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2241_17853463372_l.jpg'"," ''",NA
"4037","'A93EA227-8A1A-44ED-A308-C91EF055294E'",52.378722,4.871391," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2242_17670098379_l.jpg'"," ''",NA
"4038","'0897C69D-6D6A-472C-B2EE-B0FA5895F5C2'",52.216644,5.141558," Kleine PET-fles"," Bar le Duc"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2246_17086019470_l.jpg'"," ''",NA
"4039","'CC7C4E27-7188-48C3-80B3-2D74323017BB'",52.27133,5.138397," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2260_17111649088_l.jpg'"," ''",NA
"4040","'A729BD70-6F73-4664-871E-0FA6C7BF957C'",52.4976,5.052822," Kleine PET-fles"," Chocomel"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2264_17123532069_l.jpg'"," ''",NA
"4041","'FE6306DA-40CE-4F21-B574-478BC7A3A609'",52.208052,5.156561," Aluminium blikje"," Bullit"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2266_17132642170_l.jpg'"," ''",NA
"4042","'12527B9F-FA3A-410D-BF09-4F96C3E3114C'",52.210663,5.156922," Kleine PET-fles"," Romy"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2279_17329723566_l.jpg'"," ''",NA
"4043","'A1413D24-4834-47FC-9781-4EEBD9D366E5'",52.378872,4.897877," Kleine PET-fles"," AH Basic"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2285_16591383723_l.jpg'"," ''",NA
"4044","'313E386F-F292-41D8-A903-A227B59A5E1A'",52.208416,5.155488," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2291_16785552473_l.jpg'"," ''",NA
"4045","'2161AA99-D616-485B-B214-E63620397745'",52.062488,5.117966," Kleine PET-fles"," AA"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2324_17024041290_l.jpg'"," ''",NA
"4046","'18ED3D09-2803-492F-809A-60127A082968'",52.063258,5.117541," Kleine PET-fles"," AA"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2325_16591381993_l.jpg'"," ''",NA
"4047","'980A92E5-E476-44A3-B163-2A6293576AD3'",52.063255,5.117," Kartonnen pakje"," Solevita"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2326_17210997851_l.jpg'"," ''",NA
"4048","'6C138568-FD3A-4C50-9097-01D54432949B'",52.063361,5.116236," Aluminium blikje"," Bacardi"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2327_17211574965_l.jpg'"," ''",NA
"4049","'04A09923-2E8D-4F21-BBEF-9B1BD5210C00'",52.063325,5.116183," Kartonnen pakje"," Taksi"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2328_17023826098_l.jpg'"," ''",NA
"4050","'6746DC9F-9BD9-4065-BB5D-7BF01F068F69'",52.510325,4.952494," Aluminium blikje"," Slammers"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2329_17013126393_l.jpg'"," ''",NA
"4051","'5099CBCA-E48A-459C-9E4D-5878622A9906'",52.066763,5.115094," Aluminium blikje"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2329_17023825788_l.jpg'"," ''",NA
"4052","'525AB706-675B-42FB-9E1F-6A9C339417E2'",52.067269,5.114916," Kartonnen pakje"," Taksi"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2330_17024041680_l.jpg'"," ''",NA
"4053","'B9928138-B64C-4AB9-8A6D-47E10E519A0F'",52.068036,5.113527," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2331_17210996231_l.jpg'"," ''",NA
"4054","'E26B6F2C-9823-4E55-BDF1-2D8FB475E348'",52.20998,5.153372," Kleine PET-fles"," AA"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2332_17011376274_l.jpg'"," ''",NA
"4055","'BA1FBE13-D94B-4601-B570-7BB978749876'",52.068088,5.113622," Kartonnen pakje"," Taksi"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2332_17024038390_l.jpg'"," ''",NA
"4056","'96190035-90C4-4C4D-80BA-49EB089A1202'",52.069288,5.11323," Aluminium blikje"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2333_17025409879_l.jpg'"," ''",NA
"4057","'36935DB4-F4D7-44C5-A429-C3C77AD19A59'",52.072472,5.11375," Aluminium blikje"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2334_17209897822_l.jpg'"," ''",NA
"4058","'01310683-E45C-4E5E-A7CC-5E8F6B7B7B07'",52.072727,5.115136," Pouch"," Capri-Sonne"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2335_17185628456_l.jpg'"," ''",NA
"4059","'5C3762B0-CEC3-48A5-9AFA-C1F8DBFF4027'",52.072811,5.115291," Kartonnen pakje"," Taksi"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2336_16591377113_l.jpg'"," ''",NA
"4060","'ED50E6B7-5684-47DA-A8C4-3F7B2C39DC89'",52.072811,5.115305," Aluminium blikje"," Fernandes"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2337_17211571375_l.jpg'"," ''",NA
"4061","'8BD8F198-9407-43B5-A32D-2159EA69212C'",52.072788,5.115355," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2338_17023822418_l.jpg'"," ''",NA
"4062","'79E88E7D-7F95-4C2C-933A-21EDF1E5BE10'",52.072783,5.115383," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2339_16589120134_l.jpg'"," ''",NA
"4063","'3E0C8D5D-247D-4302-8EFD-A8A2C2063D7F'",52.072788,5.115399," Aluminium blikje"," Bullit"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2340_17211570245_l.jpg'"," ''",NA
"4064","'7620CB25-B63B-48CC-AE8F-582CBFA8CEFF'",52.072797,5.115408," Aluminium blikje"," Monster Energy"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2341_17211569705_l.jpg'"," ''",NA
"4065","'CE319E72-CFBC-45DB-B634-61F040C247C6'",52.072811,5.115405," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2342_17024034120_l.jpg'"," ''",NA
"4066","'B853C219-17D3-433A-8EE8-EB7957BA0DF8'",52.072838,5.115438," Kartonnen pakje"," Pure Fruit"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2343_17025404919_l.jpg'"," ''",NA
"4067","'5B4BD88A-3D72-4446-8D3D-C7A1DBF80DAE'",52.072844,5.115466," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2344_16589117434_l.jpg'"," ''",NA
"4068","'7888DD90-7632-482D-B211-CB83CB016C8B'",52.072869,5.115527," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2345_17209892192_l.jpg'"," ''",NA
"4069","'C0D4A054-863C-4498-83AE-A5535EF70978'",52.072894,5.115605," Aluminium blikje"," Slammers"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2346_17023818488_l.jpg'"," ''",NA
"4070","'885B5FCD-20B8-4BE0-8BE9-8B18D862EE2B'",52.072922,5.115591," Kartonnen pakje"," Wicky"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2347_17185622866_l.jpg'"," ''",NA
"4071","'3EDEFF3D-2708-47C1-9667-BA6AD1794A45'",52.073055,5.11563," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_2348_17004133257_l.jpg'"," ''",NA
